received_at,id,schema_ref,software_name,software_version,uploader_id,system_name,station_name,event_type,message_data,header_data,data_size
2026-05-24 14:32:45.502453+00,215300382,https://eddn.edcd.io/schemas/journal/1,EDDI,4.1.6,0654abfa044ea355f1002f874a9898b05f44b449,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T14:32:41Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""0654abfa044ea355f1002f874a9898b05f44b449"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDDI"", ""softwareVersion"": ""4.1.6"", ""gatewayTimestamp"": ""2026-05-24T14:32:42.373134Z""}",2043
2026-05-24 14:12:20.449706+00,215276888,https://eddn.edcd.io/schemas/journal/1,EDDI,4.1.6,57ed6db91ec469d999b7df712ce06c4ae7a497cd,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T14:12:19Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""57ed6db91ec469d999b7df712ce06c4ae7a497cd"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDDI"", ""softwareVersion"": ""4.1.6"", ""gatewayTimestamp"": ""2026-05-24T14:12:20.104364Z""}",2043
2026-05-24 13:46:29.270698+00,215240398,https://eddn.edcd.io/schemas/journal/1,EDO Materials Helper,3.9.5,bbba168e0dc1ecff54d238bef058977d8f9cdf02,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T13:46:24Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""bbba168e0dc1ecff54d238bef058977d8f9cdf02"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDO Materials Helper"", ""softwareVersion"": ""3.9.5"", ""gatewayTimestamp"": ""2026-05-24T13:46:26.854265Z""}",2059
2026-05-24 13:46:29.270698+00,215240421,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,13efd8b149b2081f09f153d6980144b1696b6cb1,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T13:46:24Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""13efd8b149b2081f09f153d6980144b1696b6cb1"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-24T13:46:27.518501Z""}",2069
2026-05-24 13:26:49.628912+00,215216001,https://eddn.edcd.io/schemas/journal/1,EDO Materials Helper,3.9.5,aaf31945be6f39a5771584670b9497c0de75e17d,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T13:26:47Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""aaf31945be6f39a5771584670b9497c0de75e17d"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDO Materials Helper"", ""softwareVersion"": ""3.9.5"", ""gatewayTimestamp"": ""2026-05-24T13:26:47.644312Z""}",2059
2026-05-24 13:26:49.628912+00,215216027,https://eddn.edcd.io/schemas/journal/1,EDDiscovery,19.1.3.0,22201c004a5b5ce55b5076717ccd8fe8e92fe778,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""timestamp"": ""2026-05-24T13:26:47Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""22201c004a5b5ce55b5076717ccd8fe8e92fe778"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDDiscovery"", ""softwareVersion"": ""19.1.3.0"", ""gatewayTimestamp"": ""2026-05-24T13:26:49.079460Z""}",2018
2026-05-24 12:46:04.825287+00,215165458,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,b3bdc66068e37addd1b481c5807659df64d49824,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T12:46:01Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""b3bdc66068e37addd1b481c5807659df64d49824"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-24T12:46:04.759467Z""}",2069
2026-05-24 12:41:50.448881+00,215161020,https://eddn.edcd.io/schemas/journal/1,E:D Market Connector [Windows],6.1.2,28fc1450ac73d527ab83d2e9adfbe3ac429c325e,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T12:41:43Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""28fc1450ac73d527ab83d2e9adfbe3ac429c325e"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""E:D Market Connector [Windows]"", ""softwareVersion"": ""6.1.2"", ""gatewayTimestamp"": ""2026-05-24T12:41:45.969333Z""}",2069
2026-05-24 12:41:45.459505+00,215160977,https://eddn.edcd.io/schemas/journal/1,EDO Materials Helper,3.9.5,898385a546b872d6a419155211133bb164ccce4a,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T12:41:43Z"", ""Population"": 214308, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""898385a546b872d6a419155211133bb164ccce4a"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDO Materials Helper"", ""softwareVersion"": ""3.9.5"", ""gatewayTimestamp"": ""2026-05-24T12:41:43.669915Z""}",2059
2026-05-24 09:32:15.51073+00,214991129,https://eddn.edcd.io/schemas/journal/1,EDO Materials Helper,3.9.5,bbe48f98433775cdf8adbb9e608db7bb100980f5,Arietis Sector CQ-Y c5,"",FSDJump,"{""Body"": ""Arietis Sector CQ-Y c5 A"", ""Taxi"": false, ""event"": ""FSDJump"", ""BodyID"": 1, ""Powers"": [""Li Yong-Rui""], ""StarPos"": [-80.25, -91.65625, -145.96875], ""odyssey"": true, ""BodyType"": ""Star"", ""Factions"": [{""Name"": ""Koenpa Exchange"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.150548, ""Allegiance"": ""Federation"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Drug Empire of Malayat"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.082752, ""Allegiance"": ""Independent"", ""Government"": ""Anarchy"", ""FactionState"": ""None""}, {""Name"": ""Laukh Services"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.13659, ""Allegiance"": ""Independent"", ""Government"": ""Corporate"", ""FactionState"": ""None""}, {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.524427, ""Allegiance"": ""Independent"", ""Government"": ""Cooperative"", ""ActiveStates"": [{""State"": ""Expansion""}], ""FactionState"": ""Expansion""}, {""Name"": ""House of the Rising CERN"", ""Happiness"": ""$Faction_HappinessBand2;"", ""Influence"": 0.105683, ""Allegiance"": ""Independent"", ""Government"": ""Theocracy"", ""FactionState"": ""None""}], ""horizons"": true, ""Multicrew"": false, ""timestamp"": ""2026-05-24T09:32:10Z"", ""Population"": 214233, ""StarSystem"": ""Arietis Sector CQ-Y c5"", ""SystemAddress"": 1458107781810, ""SystemEconomy"": ""$economy_Industrial;"", ""SystemFaction"": {""Name"": ""Intergalactic Hitchhiker's Coalition"", ""FactionState"": ""Expansion""}, ""PowerplayState"": ""Unoccupied"", ""SystemSecurity"": ""$SYSTEM_SECURITY_low;"", ""SystemAllegiance"": ""Independent"", ""SystemGovernment"": ""$government_Cooperative;"", ""SystemSecondEconomy"": ""$economy_Tourism;"", ""PowerplayConflictProgress"": [{""Power"": ""Li Yong-Rui"", ""ConflictProgress"": 0.001692}]}","{""gamebuild"": ""r327343/r0 "", ""uploaderID"": ""bbe48f98433775cdf8adbb9e608db7bb100980f5"", ""gameversion"": ""4.3.3.0"", ""softwareName"": ""EDO Materials Helper"", ""softwareVersion"": ""3.9.5"", ""gatewayTimestamp"": ""2026-05-24T09:32:10.680440Z""}",2059
